source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates
Chapter 12 (Kids Version),Sanders The Sneeky Snik,sanders-the-sneeky-snik,,Individual,published,"Position: Retail Associate & One Of The Candy Lane Racers

Sanders is a snicker bar that can be anywhere in a flash. He moves in the shadows and causes havoc wherever he goes. However, it is a time when he could be good when working for his dear employer at the Cady Strip Mall.",Kids,Kids,,,Candy Lane Racers
Chapter 12 (Kids Version),Molly M&M,molly-mm,,Individual,published,"Position: One Of The Candy Lane Racers

Molly is a round M&M with changing personalities. The color of her body changes to match her different personalities. Although, her personality can be anything from a delight to a fright. She is one of the favorite Candy Lane Racers. Her car and weapons changes to match her mood.",Kids,Kids,,,Candy Lane Racers
Chapter 12 (Kids Version),The Kisses,the-kisses,,Individual,published,"Position: Various

Hundreds of small Hershey kisses that live down in the valley on the east side of Candy Village. They work together and come in numerous flavors of chocolate. They are associate with Hilda Hershey because her parents, whom are traveling acrobatic instructors. Help built their town.",Kids,Kids,,Hershey Valley,Hilda Hershey
Chapter 12 (Kids Version),Adam Atomic,adam-atomic,,Individual,published,"Position: Ski Instructor

Resembling the Atomic Fireball. Adam’s head is always red with him receiving frequent headaches. He takes his pain out on the slopes in the far North part of Candy Village.",Kids,Kids,,Candy Village,
Chapter 12 (Kids Version),Carl Sigereo,carl-sigereo,,Individual,published,"Position: Candy Village (South Side)

Often seen smoking candy cigarettes. He feels his surroundings with sweet scents that turns into bad scents if he smokes too long. He is the town’s gardener.",Kids,Kids,,Candy Village,Chocolate Factory
Chapter 12 (Kids Version),Del Ana Sweets,del-ana-sweets,,Individual,published,"Position: One Of The Candy Lane Racers

One of the Candy Lane Racers, she is bubbly and smell likes all sorts of candies. She is very skilled at racing and fixes her own car. Her weapon of choice is the gumball cannon.",Kids,Kids,,Candy Village,Candy Lane Racers
Chapter 12 (Kids Version),Randy Pieces,randy-pieces,,Individual,published,"Position: Astrologer

An astrologer that spends his time looking into the stars. He has a small body but big dream. He stays on the East Side of Candy Village near the Keteer Brothers.",Kids,Kids,,Candy Village,
Chapter 12 (Kids Version),Athos Keteer,athos-keteer,,Individual,published,"Position: Factory Worker

One of the Keteer Brothers, like his brothers he resembles a Three Musketeer bar. He is not the smartest of his brothers, often plays jokes on them and insults them. With Porthos usually being the end of his jokes the most.",Kids,Kids,,Candy Village,The Keteer Brothers
Chapter 12 (Kids Version),Porthos Keteer,porthos-keteer,,Individual,published,"Position: Milk Deliverer

Milk driver, he is liked by the town’s people more than his other brothers. Like his brothers he resembles a Three Musketeer bar. He is quiet and easily intimidated.",Kids,Kids,,Candy Village,The Keteer Brothers
Chapter 12 (Kids Version),Aramis Keteer,aramis-keteer,,Individual,published,"Position: School Bus Driver

He is the oldest of his brothers and usually fights for control of them with his brother D’artagnan. He drives the town’s school bus and can be seen flirting with Kemberlie Kool-aid whenever hes at the beach.",Kids,Kids,,Candy Village,The Keteer Brothers
Chapter 12 (Kids Version),D’Artagnan Keteer,dartagnan-keteer,,Individual,published,"Position: A Part Of The Candy Hill Highguard

During his time as a youth, D’artagnan left for a faraway land where he returned with a slight French accent. He is good friends with Pepe’ having met him in this land before. He is one of the guards of the CANDY HILL HIGHGuard. The protective government of the town. He is the leader of Keteer brothers something he fights with his brother Aramis. Like his brothers he resembles a Three Musketeer bar.",Kids,Kids,,Candy Village,The Keteer Brothers
Chapter 12 (Kids Version),Willy,willy,,Individual,published,"Note: THE GOD OF CHOCOLATE

One of the numerous deities of Eliverse. He has long black hair, numerous candies around him. His loyal servants are the numerous candies of Candy Village. He holds a power item that many are on a mysterious mission to find. It is said that this item can grant very powerful results. Since the fall of the gods in the Eliverse, he has only been during great devastation throughout Candy Village.",Kids,Kids,,Candy Village,
Chapter 12 (Kids Version),Hamilton Burginton,hamilton-burginton,,Individual,published,"Position: Mayor

RESIDENT OF: FOOD TOWN

FOOD RELATION: HAMBURGER

Mayor of Food Town, Hamilton Burginton is a proud man with lots of love for his residents. Before being the Mayor of Food Town, Hamilton was a member of the Cross Country Debate which shares information and debates between Candy Village and Food Town.",Kids,Kids,,,
Chapter 12 (Kids Version),Carl Cardon,carl-cardon,,Individual,published,"Position: Car Dealer

RESIDENT OF: SWEETS VALLEY

FOOD RELATION: DONUT

Carl Cardon whose last name is a play on the fact that he is a car dealer and also a donut. He is the ultimate salesman, trying to sell any type of car in any type of condition. He is loud and argues almost completely to everyone except his wife. He tries his best to run for mayor although he has never succeeded. He has an Italian accent and talks like a member of the mafia with his Donutmen being his henchmen. His ultimate goal is to take over Food Town at any price.",Kids,Kids,,,
Chapter 12 (Kids Version),Mary Peanutelly,mary-peanutelly,,Individual,published,"Position: School Teacher

RESIDENT OF: SWEETS VALLEY

FOOD RELATION: PEANUT & JELLY

Mary is a proper English school teacher. Her love for art and anything dealing with crafts. Have gotten her into numerous contests and she serves as the spokesperson for anything dealing with events. On average she has taught almost every resident of Food Town at least once. Her body is of a peanut while her hair is made up of jelly.",Kids,Kids,,,
Chapter 12 (Kids Version),Sarah Sausagehead,sarah-sausagehead,,Individual,published,"Position: Local Barber

RESIDENT OF: FOOD TOWN

FOOD RELATION: SAUSAGE

Sarah is sister to Benjamin Biscuit. She is the town’s local barber. She also provides advices to anyone who sits in her chair. Strings of mustard serves as her hair.",Kids,Kids,,,
Chapter 12 (Kids Version),Tina Tunahow,tina-tunahow,,Individual,published,"Position: Swim Instructor

RESIDENT OF: FOOD TOWN

FOOD RELATION: TUNA

Located near the banks of Food town, Tina is the town’s local swim instructor. She lives in a well decorated tuna can and moves with the sea to give lessons to people located alongside the beach.",Kids,Kids,,,
Chapter 12 (Kids Version),Little Salmon,little-salmon,,Individual,published,"Position: Children To Siegfried Seaford

RESIDENT OF: FOOD TOWN

FOOD RELATION: SALMON

Children to Siegfried Seaford, they are salmon who frolic throughout the port. They each have different colors and aren’t known apart. With even Sigfreed confusing them at time.",Kids,Kids,,,
Chapter 12 (Kids Version),Siegfried Seaford,siegfried-seaford,,Individual,published,"Position: Local Fisherman & Owner Of Fishing Range

RESIDENT OF: FOOD TOWN

FOOD RELATION: BASS

Siegfried Seaford is the town’s best fisher. He owns a popular fishing range off the town’s port. He looks like a giant bass and has children who look like salmon.",Kids,Kids,,,
Chapter 12 (Kids Version),Chip Cheezor,chip-cheezor,,Individual,published,"Position: Town’S Doctor

RESIDENT OF: FOOD TOWN

FOOD RELATION: CHIP & CHEESE

Chip Cheezor is a Latin speaking doctor who has come all the way from another part of the world. He is the town’s local doctor and works at the town’s largest hospital.",Kids,Kids,,,
Chapter 12 (Kids Version),China Cherrywood,china-cherrywood,,Individual,published,"Position: Town’S Pharmacist

RESIDENT OF: FOOD TOWN

FOOD RELATION: CHERRY

China Cherrywood is the town’s local pharmacist. She loves what she does and helping others. Although she doesn’t like to see anyone sick. She herself has an acute sickness that no one knows about.",Kids,Kids,,,
Chapter 12 (Kids Version),Samual Sas,samual-sas,,Individual,published,"Position: Town’S Healer

RESIDENT OF: FOOD TOWN

FOOD RELATION: SASQUATCH

Samual Sas is a Persian speaking Sasquatch that arrived to Food Town from overseas. He has the skill to heal others and has since been considered the town’s local healer. He also assists the town’s local pharmacist in providing healing regimens.",Kids,Kids,,,
Chapter 12 (Kids Version),Fenley Fruitcake,fenley-fruitcake,,Individual,published,"Position: Fashion Designer

RESIDENT OF: SWEETS VALLEY

FOOD RELATION: FRUITCAKE

Fenley is a flamboyant college student visiting Food Town. He has been known for some time to be the most sought out up and coming fashion designer. He loves fashion even going to the lengths of working with several designers across the world to perfect his own designs.",Kids,Kids,,,
Chapter 12 (Kids Version),Chad Crum,chad-crum,,Individual,published,"Position: Student/ Bike Shop Associate

RESIDENT OF: SWEETS VALLEY

FOOD RELATION: CRUM OF A COFFEECAKE

Chad Crum is a biker and works at the local bike shop in town. He has the personality of the typical high schooler. With only love for video games and explosions.",Kids,Kids,,,
Chapter 12 (Kids Version),Penny Pizzaroll,penny-pizzaroll,,Individual,published,"Position: Waitress

RESIDENT OF: FOOD TOWN

FOOD RELATION: PIZZA ROLL

A skating champion, Penny loves her job being a waitress. She studies at Expresso High and is bestfriends with Chad Crum.",Kids,Kids,,,
Chapter 12 (Kids Version),Tim Tamoto,tim-tamoto,,Individual,published,"Position: Student

RESIDENT OF: FOOD TOWN

FOOD RELATION: TAMATO

A fellow book worm that attends the town’s middle school. His knowledge expands that of normal middle school students. When asked why he wouldn’t want to be placed in high school. His response was simple. “I would rather play with others my age instead studying with others that are not.”",Kids,Kids,,,
