source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,age,abilities
Eliteverse-Heroes-Villains-A-G,Azir Oriya,azir-oriya,Armageddon,Individual,published,"10,000 years ago, there lived a tyrant by the name of Azir Oriya. With his rampage he forced many cities and countries into slavery and caused many deaths. His greed for power caused him to invoke in powerful dark magic that gave him more power than anything in the universe. He was however consumed by so much black magic that it overcrowded his mind causing him to be placed into an inanimate state. During his sleep Azir’s slaves placed him into a tomb. It is told that he would be released from his sleep and brings forth Armageddon which brought on his name during the 18th century by scholars.",Main Universe,Heroes,,,Army of Chaos,12000,Immortality; Enhanced physical abilities; Psychic abilities; Elemental powers
Eliteverse-Heroes-Villains-A-G,Nerfitia,nerfitia,The Black Shadow,Individual,published,"A long time ago sealed away for punishing thousands existed a queen known as Nerfitia and alongside her existed powerful spirits known as the Denri. She used the life forces of others to move throughout the dimensions bringing destruction. It wasn’t until her death that her reign lasted for nearly 100 years. Brought back by Armageddon, Nerfitia also known as the Black Shadow returns to continue her pledge of world domination. It is written that Nerfitia and Azir Oriya if reunited would be the rulers of the new world and destroy those that oppose them.",Main Universe,Heroes,,,Army of Chaos; leader of the Denri,7000,Power over the dead; Shadows; Telekinesis
Eliteverse-Heroes-Villains-A-G,Elasen Reicks,elasen-reicks,Molti,Individual,published,Elasen was born to mortal parents however he grew up with powers which caused him to be outcast by almost everyone he met. This caused a void between Elasen and everyone around him which invoked his abilities to cause clones of himself to bring havoc to everyone.,Main Universe,Heroes,,,Army of Chaos,28,Multiplication
Eliteverse-Heroes-Villains-A-G,Sarerara,sarerara,Dark Mistress,Individual,published,"Sarerara as a child was left alone most of her life while her parents went searching for her long lost sister. This caused Sarerara to grow tired of her parents’ absence and her loneliness, turning her evil in the process. She cast a powerful curse over her kingdom and would rule it and its surrounding planets. She would then go by the title The Dark Mistress.",Main Universe,Heroes,,,Army of Chaos,2000,Telekinesis; Telepathy; Dark magic
Eliteverse-Heroes-Villains-A-G,Tommie Hendricks,tommie-hendricks,Dark Pyro,Individual,published,Not much is known of Tommie Hendricks because of his secretive past. The only thing that most know of him is that he hates neutrally anything and only works alongside Armageddon to give him more power and dispel of anything that stops him from enjoying his peace.,Main Universe,Heroes,,,Army of Chaos,39,Dark Energy Bolts
Eliteverse-Heroes-Villains-A-G,Jimmy Beleign,jimmy-beleign,Asunto,Individual,published,"Father of two and husband to an adoring wife, caused Jimmy Beleign to leave home for a job that would secure his family’s household. Out of work and nowhere to get a job, Jimmy took an offer from a mysterious character that would cause him to steal and even kill others. Over time, Jimmy forgotten of his ways and after placing his family a nice fortune, Jimmy relocated and joined the Army of Chaos apparently brain washed by dark magic. However after the great war of angels and demons, not much is mention of what happens to him, although a story in Chapter 13 suggested that he became a powerful political figure living a new life.",Main Universe,Heroes,,,Army of Chaos,46,Power over Matter
Eliteverse-Heroes-Villains-A-G,Mira Aiden,mira-aiden,Lady Ivy,Individual,published,"Constantly picked on in school, caused Mira to eventually drop out and run away from home. While away in KanSAA, Mira met up with a bug that gave her poisonous attributes. In Chapter 24, Mira leaves the Army of Chaos and joins the Insectous 4 where she then leads the group after Vernia left the group.",Main Universe,Heroes,,,Army of Chaos; Insectous 4,28,Poisonous abilities
Eliteverse-Heroes-Villains-A-G,Gertrude Porvix,gertrude-porvix,Dark Sage,Individual,published,Gertrude has always been one of the most feared beings in the universe. She can control the energy around her and uses it to battle her enemies. Although her past isn’t known she made certain that her major goal in life would be to control the world. Her ability to control the dark energy in people allows her to be one of the most powerful Descendants.,Main Universe,Heroes,,,Army of Chaos,78,Control over Dark Energy
Eliteverse-Heroes-Villains-A-G,Ascension,ascension,,Team,published,"Finding each other when the other needed help, this team of unique individuals uses their abilities to cast a glow of hope for anyone that has once been abandoned or needed help.",Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-A-G,Tricia-anne Helton,tricia-anne-helton,Voix,Individual,published,"Abilities: Able to control others through her voice

Capable of controlling individuals with spoken tongue, Tricia-anne has been using her gifts since she was a little girl and often got her in trouble with many including the law and her parents. Placed in TANTIRITH at a young age, Tricia-anne became Voix when she helped the team to defeat a psychopath. When she was captured by Abyss in an attempt to get to the Elite Force, Voix realized that she wasn’t interested in crime fighting and resulted to becoming a teacher at TANTIRITH instead. In the future, she returns as a member of a new group and becomes its leader.",Main Universe,Heroes,,,Elite Force; Ascension; TANTIRITH,29,
Eliteverse-Heroes-Villains-Solo-Characters,Chaz Riverson,chaz-riverson,The Electrician,Individual,published,"A gentle soul with a electric heart is what his grandmother the previous Guardian Soul used to call him. However, the world knew him as the superhero Electrician during the 90s and 2000s. During these times, Chaz could borrow the electricity from devices and machinery to build up his power. His armor was a small conductor that could generate massive amounts of electricity which would be used as shields, weapons, attacks, and even modes of flight and teleportation. One day while fighting Molecule, Chaz was hurt so bad that he feared he wouldn’t live to see his, at the time newborn twins, so he quit the superhero business. In the years to come, he would raise his twins Kilo and Watts unaware of their own superhero identity.

When he was young, Chaz was one of the few kids able to rob a bank and leave no trace. He has since been sought out by hundreds of robbers and villians for his abilities to write anything into reality using his blood. He goes by Blood D’nero because of his unique and rare abilities and often assists with stealing from high security places. It is revealed that in the near future he becomes a good guy and becomes part of the team Ascension.",Main Universe,Heroes,,,Kilo; Watts; Ascension,33,Electric Manipulation
Eliteverse-Heroes-Villains-A-G,Justyn Hale,justyn-hale,Abyss,Individual,published,"Once a villain capable of destroying cities using blackholes, Justyn Hale destroyed his home, killed his parents, and has only his memories and his dog to keep him comfort and at times alive. His constant hatred for his abilities and his string of bad luck in life causes him to often do things that he wish he didn’t such as destroying various locations throughout time. It is revealed in one story that, Justyn uses his abilities and at times is sucked into the blackhole only to appear in various places in time and the reason behind such tragic events such as Atlantis, Pompei; etc falling is because of his destructive powers. The reason revealed that he doesn’t die when entering the blackholes is because he is the creator of them and can subconsciencely control them. Justyn becomes a member of Ascension because of his unique abilities and slowly redeems himself by saving others.",Main Universe,Heroes,,,Ascension,25,Can create blackholes; Travel through time
Eliteverse-Heroes-Villains-A-G,Ashrac Team,ashrac-team,,Team,published,Because of their unique position. This team of three witnessed the battle between magic and while they were supposed to have forgotten this. Their minds created a chemical compound that allowed them to remember plus giving each a different ability.,Main Universe,Teams,,,,,
