source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,options
Chapter 13 (Monsters),Startrio,startrio,,Monster,published,"Appearance: Three star fishes attached to each other w/one eye from each & gold plated body

These three body fish appears as star fish and share one mind, their organs are constantly moving about within them to keep them alive. It is written that they bring good luck to those who can grab and hold on to them.",Main Universe,Monsters,,,,Types: Aqua; Types: Mind; Level: Battle
Chapter 13 (Monsters),Serpentina,serpentina,,Monster,published,"Prehistoric type: Serpent

Female serpent w/human features & long beautiful orange hair. Eldest daughter to Villa, she is next to claim the throne as Villa, Queen of the Serpents when she comes of age. Although she hates the crown, she flocks to men and orders them to do her bitting like a selfish queen.",Main Universe,Monsters,,,,Types: Aqua; Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),"Villa, Queen Of The Serpents",villa-queen-of-the-serpents,,Monster,published,"Prehistoric type: Serpent
Evolves from: Serpentina

Serpentina w/armor, giant staff, long hair, upper human appearance, claws, split sparkling tail, & rings floating around lower body. Ruler of the eastern aquatic kingdom, Villa is direct foe to Crochen; some believe it is because he cheated on her with a young witch which bored many of his creatures. For vengenance she created the first tsunami, it destroyed Atlantis, his precious island.",Main Universe,Monsters,,,,Types: Aqua; Types: Prehistoric
Chapter 13 (Monsters),Imperial Ocean Beast,imperial-ocean-beast,,Monster,published,"Appearance: Giant sea beast w/body similar to dog & wolf. Hard shell armor on upper body,

Giant sea beast w/body similar to dog & wolf. Hard shell armor on upper body. Massive size beast, Imperial Ocean Beasts are lords of the oceans and its body is covered in electric patches and rock like skin hidden underneath to protect it.",Main Universe,Monsters,,,,Types: Aqua; Types: Geo; Types: Shock; Types: Beast; Level: Enrage
Chapter 13 (Monsters),Aquawolf,aquawolf,,Monster,published,"Liquid wolf w/rock like fangs & claws, & curled up tail. Fast speed, rocky like body, this creature can turn into water and move about the lands as fast as the wind.",Main Universe,Monsters,,,,Types: Aqua; Types: Beast; Level: Ability
Chapter 13 (Monsters),Water Phoenix,water-phoenix,,Monster,published,"Giant bird made of water & partial body armor. A giant bird made completely of water; it is the protector of Crochen’s kingdom. It has vast intelligence, great speed, super strength, and can produce giant balls of water as attacks.",Main Universe,Monsters,,,,Types: Aqua; Types: Aero; Level: Battle
Chapter 13 (Monsters),"Quarion, The Sea Beast",quarion-the-sea-beast,,Monster,published,"Lion beast w/gold plated rings around upper body, legs, & neck, giant rigged horn, long serpent like tail, long flowing hair. Master of the seas, Quarion possesses vast intelligence, great strength, speed, and power, it is the ruler of the North Sea in Aurelia.",Main Universe,Monsters,,,,Types: Aqua; Types: Beast; Level: Enrage
Chapter 13 (Monsters),Zimondale,zimondale,,Monster,published,"Otter standing upright w/pearls around neck, warrior attire on upper body, gloves, boots. Zimondale is a small fighting otter with weapons and giant pearls that can be used as aquatic attacks.",Main Universe,Monsters,,,,Types: Aqua; Types: Soldier; Level: Enrage
Chapter 13 (Monsters),Aquawhale,aquawhale,,Monster,published,"Appearance: Giant whale w/horns (largest creature of all creatures)

Giant whale w/horns. 2nd largest creature in Aurelia, the Aquawhale can use its body and the water around it as massive attacks. Its body is both partially furry and covered in a smooth leather like fabric.",Main Universe,Monsters,,,,Types: Aqua; Level: Battle
Chapter 13 (Monsters),Gangi-Kozo,gangi-kozo,,Monster,published,Sea creature w/thousands of antennae’s & fishing rod like object from arms. Gangi-Kozo is a sea creature that can hear and see everything within 100 miles from it with its thousand antennae like objects from its head. The fishing rod like object is used to control water around it.,Main Universe,Monsters,,,,Types: Aqua; Level: Enrage
Chapter 13 (Monsters),Ikuchi,ikuchi,,Monster,published,100ft serpent that curves dripping blood & oil from scales. Ikuchi is a deadly creature that can use its own blood as attacks and oil from its scales to poison its foes.,Main Universe,Monsters,,,,Types: Aqua; Types: Prehistoric; Level: Enrage
Chapter 13 (Monsters),Isonade,isonade,,Monster,published,"Fish like sea monster w/barb-covered tail. Isonade is a giant sea monster with barbed wired tail and a fence like structure around its body for protection, its giant body can be used as a weapon because it often throws itself using propellent like attacks.",Main Universe,Monsters,,,,Types: Aqua; Level: Enrage
Chapter 13 (Monsters),Cocodile,cocodile,,Monster,published,"Crocodile w/armor. Cocodile appears to be made partially of chocolate like fabric with armor bits around its body, when attacked, it hides in shallow waters using the waters as protective armor.",Main Universe,Monsters,,,,Types: Aqua; Level: Battle
Chapter 13 (Monsters),Caiman,caiman,,Monster,published,"Evolves from: Cocodile

Alligator standing upright w/cannons on shoulders, jetpack, & armor. A fierce warrior, Caiman battles opponents with giant cannons and giant fist. Its Cannon Rage attack continues until the opponent is defeated.",Main Universe,Monsters,,,,Types: Aqua; Types: Vermin
Chapter 13 (Monsters),Fire Made,fire-made,,Monster,published,Wizard covered in flames w/blue tail with black flames around attire,Main Universe,Monsters,,,,Types: Pyro; Types: Death; Level: Enrage
Chapter 13 (Monsters),Dinger,dinger,,Monster,published,"Fire blob w/eyes, mouth",Main Universe,Monsters,,,,Types: Pyro; Level: Baby Form
Chapter 13 (Monsters),Lizinger,lizinger,,Monster,published,"Evolves from: Dinger

Fire covered boy w/armor",Main Universe,Monsters,,,,Types: Pyro
Chapter 13 (Monsters),Salis,salis,,Monster,published,"Evolves from: Lizinger

Fire covered man w/armor, sword",Main Universe,Monsters,,,,Types: Pyro
Chapter 13 (Monsters),"Fire Sage, Mere",fire-sage-mere,,Monster,published,"Evolves from: Salis

Appearance: Fire covered bearded man w/staff, long flaming hair

The Fire Sage, Mere loses his fighting skills when it evolves however it gains powerful Spell based attacks and can summon other creatures to do its physical attacks.",Main Universe,Monsters,,,,Types: Pyro; Types: Spell
Chapter 13 (Monsters),"Xilieniueme, Guardian Troll",xilieniueme-guardian-troll,,Monster,published,"EXTREME (Guardian of Fire Lands, Spirit World)

Giant Troll covered in flames w/long hair",Main Universe,Monsters,,,,Types: Pyro; Types: Death
Chapter 13 (Monsters),Fire Lands Giants,fire-lands-giants,,Monster,published,Giant covered in flames w/club,Main Universe,Monsters,,,,Types: Pyro; Types: Beast; Level: Battle
Chapter 13 (Monsters),Pyro Kale,pyro-kale,,Monster,published,,Main Universe,Monsters,,,,Types: Pyro; Level: Ability
Chapter 13 (Monsters),Little boy covered in flames,little-boy-covered-in-flames,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Pyro Kale 2,pyro-kale-2,,Monster,published,"Evolves from: Pyro Kale

Tall man w/metal chest plate, leather pants, boots, spikes, sword, long blue hair, body covered in flames",Main Universe,Monsters,,,,Types: Pyro
Chapter 13 (Monsters),Cyborg Puppy,cyborg-puppy,,Monster,published,"Metal type: Machine

Half black, brown puppy, half machine",Main Universe,Monsters,,,,Types: Pyro; Types: Shadow; Types: Metal; Level: Ability
Chapter 13 (Monsters),Cyborg Hound,cyborg-hound,,Monster,published,"Metal type: Machine
Evolves from: Cyborg Puppy",Main Universe,Monsters,,,,Types: Pyro; Types: Shadow; Types: Metal
Chapter 13 (Monsters),Mechanical dog,mechanical-dog,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Cyborg Cerebus,cyborg-cerebus,,Monster,published,"Metal type: Machine
Evolves from: Cyborg Hound

Half machine, half Cerebus",Main Universe,Monsters,,,,Types: Pyro; Types: Shadow; Types: Metal
Chapter 13 (Monsters),Tilaken,tilaken,,Monster,published,"Boy covered in blue fire, big baggy pants",Main Universe,Monsters,,,,Types: Pyro; Types: Shadow; Level: Ability
Chapter 13 (Monsters),Element Of Fire,element-of-fire,,Monster,published,Giant fire sculpture made of rocks & lava,Main Universe,Monsters,,,,Types: Pyro; Level: Battle
Chapter 13 (Monsters),Pyro Heart,pyro-heart,,Monster,published,"Prehistoric type: Serpent

Giant heart covered in chains, w/voice, glowing flaming crystals around it",Main Universe,Monsters,,,,Types: Pyro; Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Pyro Soul,pyro-soul,,Monster,published,"Prehistoric type: Serpent
Evolves from: Pyro Heart

Giant Red Dragon w/zodiac signs on its body",Main Universe,Monsters,,,,Types: Pyro; Types: Prehistoric
Chapter 13 (Monsters),Fire Titan,fire-titan,,Monster,published,"Red giant covered in black iron, fur around body parts, spiky gray hair, crystal spikes down body, sword",Main Universe,Monsters,,,,Types: Pyro; Level: Enrage
Chapter 13 (Monsters),Blazing Angel,blazing-angel,,Monster,published,"Appearance: Male Angel w/wings of fire, short white hair

When the heavens broke apart after the war against Beelzebub, numerous angels fell to the earth. Some even fell to other lands. This was one of those angels.",Main Universe,Monsters,,,,Types: Pyro; Types: Light; Level: Battle
Chapter 13 (Monsters),Sun Angel,sun-angel,,Monster,published,"Evolves from: Blazing Angel

Appearance: Male Angel w/wings of white fire, long white hair, armor, floating orbs around neck, symbols around body

The evolve form of Blazing Angel, Sun Angel can move as fast as light, one of the few beings that can and uses its glowing wings to burn like the sun of which it lives.",Main Universe,Monsters,,,,Types: Pyro; Types: Light
Chapter 13 (Monsters),Master Of Fire,master-of-fire,,Monster,published,"Armored giant covered in flames and royal attire, bracelets that turn into fireballs",Main Universe,Monsters,,,,Types: Pyro; Level: Enrage
Chapter 13 (Monsters),Fireboyrne Phoenix,fireboyrne-phoenix,,Monster,published,Giant dark orange bird w/metal black beak,Main Universe,Monsters,,,,Types: Pyro; Types: Aero; Level: Battle
Chapter 13 (Monsters),Bhro,bhro,,Monster,published,"Dinosaur head w/black horn, fangs",Main Universe,Monsters,,,,Types: Pyro; Level: Baby Form
Chapter 13 (Monsters),Prosoro,prosoro,,Monster,published,"Evolves from: Bhro

Dinosaur boy w/black spikes down back, fangs, giant claws",Main Universe,Monsters,,,,Types: Pyro
Chapter 13 (Monsters),Anubis Talisman,anubis-talisman,,Monster,published,"Evolves from: Prosoro

Dinosaur man w/Egyptian pharaoh attire, spell book, jewelry around body, staff",Main Universe,Monsters,,,,Types: Pyro; Types: Spell
Chapter 13 (Monsters),"Anubis, God Of The Dead",anubis-god-of-the-dead,,Monster,published,"Evolves from: Anubis Talisman

Half Anubis like w/human features, dragon tail, & Anubis Talisman appearance",Main Universe,Monsters,,,,Types: Pyro; Types: Death
Chapter 13 (Monsters),Pyrus,pyrus,,Monster,published,"Boy like dinosaur w/happy appearance, giant smile, soft scales, molten rock body harden with short tail",Main Universe,Monsters,,,,Types: Pyro; Level: Baby Form
Chapter 13 (Monsters),Volcatoy,volcatoy,,Monster,published,"Evolves from: Pyrus

Adult version of Pyrus w/longer tail, spikes, giant fist, & horns",Main Universe,Monsters,,,,Types: Pyro
Chapter 13 (Monsters),Godrex,godrex,,Monster,published,"Evolves from: Volcatoy

Dragon like creature w/hard molten body, giant globes down its chest & stomach, wings, & volcanoes on its back",Main Universe,Monsters,,,,Types: Pyro
Chapter 13 (Monsters),Magmapup,magmapup,,Monster,published,Fox dog w/fire on its back & tail,Main Universe,Monsters,,,,Types: Pyro; Types: Beast; Level: Ability
Chapter 13 (Monsters),Magmalus,magmalus,,Monster,published,"Evolves from: Magmapup

Giant Magmapup w/hard rock body, giant fangs & claws, steel underbelly.",Main Universe,Monsters,,,,Types: Pyro; Types: Beast
Chapter 13 (Monsters),Volcano Watcher,volcano-watcher,,Monster,published,"Evolves from: Magmalus

Giant dog beast w/fur partially in flames, scarf made of crystals decorating its body, glowing eyes, sparkling hooves",Main Universe,Monsters,,,,Types: Pyro; Types: Beast
Chapter 13 (Monsters),Karura,karura,,Monster,published,Half human/eagle w/beak for a nose. Armor decorates its body & carries gun,Main Universe,Monsters,,,,Types: Pyro; Level: Enrage
Chapter 13 (Monsters),Pyrarmadillo,pyrarmadillo,,Monster,published,"Pink fairy armadillo w/most of its fur on fire, black metal skin & hard shell made of diamond",Main Universe,Monsters,,,,Types: Pyro; Types: Metal; Level: Ability
Chapter 13 (Monsters),Lisor,lisor,,Monster,published,Lizard boy standing upright w/brownish & reddish color,Main Universe,Monsters,,,,Types: Pyro; Level: Ability
Chapter 13 (Monsters),Ultra Lizar,ultra-lizar,,Monster,published,"Evolves from: Lisor

Adult Lisor w/chains around body, metal plates around body, twin daggers, & metal choker around neck",Main Universe,Monsters,,,,Types: Pyro; Types: Metal
